<Rules>,,,,,,,,,,,,
Colors,11,D,E,F,G,H,I,J,K,L,M,N
Clarities,10,VVS1,VVS2,VS1,VS2,SI1,SI2,SI3,I1,I2,I3,
EX,VS1,M,3.1356,3.1855,3.5,Diameter,,,,,,
EX,VS2,M,3.1356,3.1855,3.5,Diameter,,,,,,
EX,SI1,M,3.1356,3.1855,3.25,Diameter,,,,,,
EX,SI2,M,3.1356,3.1855,2.95,Diameter,,,,,,
EX,SI3,M,3.1356,3.1855,2.5,Diameter,,,,,,
EX,I1,M,3.1356,3.1855,2.3,Diameter,,,,,,
EX,I2,M,3.1356,3.1855,1.8,Diameter,,,,,,
EX,I3,M,3.1356,3.1855,1.3,Diameter,,,,,,
EX,VVS1,N,3.1356,3.1855,0,Diameter,,,,,,
EX,VVS2,N,3.1356,3.1855,0,Diameter,,,,,,
EX,VS1,N,3.1356,3.1855,0,Diameter,,,,,,
EX,VS2,N,3.1356,3.1855,0,Diameter,,,,,,
EX,SI1,N,3.1356,3.1855,0,Diameter,,,,,,
EX,SI2,N,3.1356,3.1855,0,Diameter,,,,,,
EX,SI3,N,3.1356,3.1855,0,Diameter,,,,,,
EX,I1,N,3.1356,3.1855,0,Diameter,,,,,,
EX,I2,N,3.1356,3.1855,0,Diameter,,,,,,
EX,I3,N,3.1356,3.1855,0,Diameter,,,,,,
EX,VVS1,D,3.1856,3.2355,9.05,Diameter,,,,,,
EX,VVS2,D,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,D,3.1856,3.2355,7.25,Diameter,,,,,,
EX,VS2,D,3.1856,3.2355,6.25,Diameter,,,,,,
EX,SI1,D,3.1856,3.2355,5.6,Diameter,,,,,,
EX,SI2,D,3.1856,3.2355,4.7,Diameter,,,,,,
EX,SI3,D,3.1856,3.2355,4.25,Diameter,,,,,,
EX,I1,D,3.1856,3.2355,3.8,Diameter,,,,,,
EX,I2,D,3.1856,3.2355,3.1,Diameter,,,,,,
EX,I3,D,3.1856,3.2355,2.5,Diameter,,,,,,
EX,VVS1,E,3.1856,3.2355,9.05,Diameter,,,,,,
EX,VVS2,E,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,E,3.1856,3.2355,7.25,Diameter,,,,,,
EX,VS2,E,3.1856,3.2355,6.25,Diameter,,,,,,
EX,SI1,E,3.1856,3.2355,5.6,Diameter,,,,,,
EX,SI2,E,3.1856,3.2355,4.7,Diameter,,,,,,
EX,SI3,E,3.1856,3.2355,4.25,Diameter,,,,,,
EX,I1,E,3.1856,3.2355,3.8,Diameter,,,,,,
EX,I2,E,3.1856,3.2355,3.1,Diameter,,,,,,
EX,I3,E,3.1856,3.2355,2.5,Diameter,,,,,,
EX,VVS1,F,3.1856,3.2355,8,Diameter,,,,,,
EX,VVS2,F,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,F,3.1856,3.2355,6.5,Diameter,,,,,,
EX,VS2,F,3.1856,3.2355,6.1,Diameter,,,,,,
EX,SI1,F,3.1856,3.2355,5.5,Diameter,,,,,,
EX,SI2,F,3.1856,3.2355,4.7,Diameter,,,,,,
EX,SI3,F,3.1856,3.2355,4.25,Diameter,,,,,,
EX,I1,F,3.1856,3.2355,3.8,Diameter,,,,,,
EX,I2,F,3.1856,3.2355,3,Diameter,,,,,,
EX,I3,F,3.1856,3.2355,2.5,Diameter,,,,,,
EX,VVS1,G,3.1856,3.2355,8,Diameter,,,,,,
EX,VVS2,G,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,G,3.1856,3.2355,6.5,Diameter,,,,,,
EX,VS2,G,3.1856,3.2355,6.1,Diameter,,,,,,
EX,SI1,G,3.1856,3.2355,5.5,Diameter,,,,,,
EX,SI2,G,3.1856,3.2355,4.7,Diameter,,,,,,
EX,SI3,G,3.1856,3.2355,4.25,Diameter,,,,,,
EX,I1,G,3.1856,3.2355,3.8,Diameter,,,,,,
EX,I2,G,3.1856,3.2355,3,Diameter,,,,,,
EX,I3,G,3.1856,3.2355,2.5,Diameter,,,,,,
EX,VVS1,H,3.1856,3.2355,6.65,Diameter,,,,,,
EX,VVS2,H,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,H,3.1856,3.2355,5.3,Diameter,,,,,,
EX,VS2,H,3.1856,3.2355,5.15,Diameter,,,,,,
EX,SI1,H,3.1856,3.2355,5.05,Diameter,,,,,,
EX,SI2,H,3.1856,3.2355,4.45,Diameter,,,,,,
EX,SI3,H,3.1856,3.2355,3.7,Diameter,,,,,,
EX,I1,H,3.1856,3.2355,3.15,Diameter,,,,,,
EX,I2,H,3.1856,3.2355,2.8,Diameter,,,,,,
EX,I3,H,3.1856,3.2355,2.25,Diameter,,,,,,
EX,VVS1,I,3.1856,3.2355,6.65,Diameter,,,,,,
EX,VVS2,I,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,I,3.1856,3.2355,5.3,Diameter,,,,,,
EX,VS2,I,3.1856,3.2355,5.15,Diameter,,,,,,
EX,SI1,I,3.1856,3.2355,5.05,Diameter,,,,,,
EX,SI2,I,3.1856,3.2355,4.45,Diameter,,,,,,
EX,SI3,I,3.1856,3.2355,3.7,Diameter,,,,,,
EX,I1,I,3.1856,3.2355,3.15,Diameter,,,,,,
EX,I2,I,3.1856,3.2355,2.8,Diameter,,,,,,
EX,I3,I,3.1856,3.2355,2.25,Diameter,,,,,,
EX,VVS1,J,3.1856,3.2355,5.3,Diameter,,,,,,
EX,VVS2,J,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,J,3.1856,3.2355,5.15,Diameter,,,,,,
EX,VS2,J,3.1856,3.2355,4.95,Diameter,,,,,,
EX,SI1,J,3.1856,3.2355,4.6,Diameter,,,,,,
EX,SI2,J,3.1856,3.2355,4,Diameter,,,,,,
EX,SI3,J,3.1856,3.2355,3.35,Diameter,,,,,,
EX,I1,J,3.1856,3.2355,2.9,Diameter,,,,,,
EX,I2,J,3.1856,3.2355,2.55,Diameter,,,,,,
EX,I3,J,3.1856,3.2355,2.05,Diameter,,,,,,
EX,VVS1,K,3.1856,3.2355,5.3,Diameter,,,,,,
EX,VVS2,K,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,K,3.1856,3.2355,5.15,Diameter,,,,,,
EX,VS2,K,3.1856,3.2355,4.95,Diameter,,,,,,
EX,SI1,K,3.1856,3.2355,4.6,Diameter,,,,,,
EX,SI2,K,3.1856,3.2355,4,Diameter,,,,,,
EX,SI3,K,3.1856,3.2355,3.35,Diameter,,,,,,
EX,I1,K,3.1856,3.2355,2.9,Diameter,,,,,,
EX,I2,K,3.1856,3.2355,2.55,Diameter,,,,,,
EX,I3,K,3.1856,3.2355,2.05,Diameter,,,,,,
EX,VVS1,L,3.1856,3.2355,3.5,Diameter,,,,,,
EX,VVS2,L,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,L,3.1856,3.2355,3.5,Diameter,,,,,,
EX,VS2,L,3.1856,3.2355,3.5,Diameter,,,,,,
EX,SI1,L,3.1856,3.2355,3.25,Diameter,,,,,,
EX,SI2,L,3.1856,3.2355,2.95,Diameter,,,,,,
EX,SI3,L,3.1856,3.2355,2.5,Diameter,,,,,,
EX,I1,L,3.1856,3.2355,2.3,Diameter,,,,,,
EX,I2,L,3.1856,3.2355,1.8,Diameter,,,,,,
EX,I3,L,3.1856,3.2355,1.3,Diameter,,,,,,
EX,VVS1,M,3.1856,3.2355,3.5,Diameter,,,,,,
EX,VVS2,M,3.1856,3.2355,0.01,Diameter,,,,,,
EX,VS1,M,3.1856,3.2355,3.5,Diameter,,,,,,
EX,VS2,M,3.1856,3.2355,3.5,Diameter,,,,,,
EX,SI1,M,3.1856,3.2355,3.25,Diameter,,,,,,
EX,SI2,M,3.1856,3.2355,2.95,Diameter,,,,,,
EX,SI3,M,3.1856,3.2355,2.5,Diameter,,,,,,
EX,I1,M,3.1856,3.2355,2.3,Diameter,,,,,,
EX,I2,M,3.1856,3.2355,1.8,Diameter,,,,,,
EX,I3,M,3.1856,3.2355,1.3,Diameter,,,,,,
EX,VVS1,N,3.1856,3.2355,0,Diameter,,,,,,
EX,VVS2,N,3.1856,3.2355,0,Diameter,,,,,,
EX,VS1,N,3.1856,3.2355,0,Diameter,,,,,,
EX,VS2,N,3.1856,3.2355,0,Diameter,,,,,,
EX,SI1,N,3.1856,3.2355,0,Diameter,,,,,,
EX,SI2,N,3.1856,3.2355,0,Diameter,,,,,,
EX,SI3,N,3.1856,3.2355,0,Diameter,,,,,,
EX,I1,N,3.1856,3.2355,0,Diameter,,,,,,
EX,I2,N,3.1856,3.2355,0,Diameter,,,,,,
EX,I3,N,3.1856,3.2355,0,Diameter,,,,,,
EX,VVS1,D,3.2356,3.2855,8.7,Diameter,,,,,,
EX,VVS2,D,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,D,3.2356,3.2855,7.25,Diameter,,,,,,
EX,VS2,D,3.2356,3.2855,6.4,Diameter,,,,,,
EX,SI1,D,3.2356,3.2855,5.6,Diameter,,,,,,
EX,SI2,D,3.2356,3.2855,4.7,Diameter,,,,,,
EX,SI3,D,3.2356,3.2855,4.25,Diameter,,,,,,
EX,I1,D,3.2356,3.2855,3.8,Diameter,,,,,,
EX,I2,D,3.2356,3.2855,3.1,Diameter,,,,,,
EX,I3,D,3.2356,3.2855,2.5,Diameter,,,,,,
EX,VVS1,E,3.2356,3.2855,8.7,Diameter,,,,,,
EX,VVS2,E,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,E,3.2356,3.2855,7.25,Diameter,,,,,,
EX,VS2,E,3.2356,3.2855,6.4,Diameter,,,,,,
EX,SI1,E,3.2356,3.2855,5.6,Diameter,,,,,,
EX,SI2,E,3.2356,3.2855,4.7,Diameter,,,,,,
EX,SI3,E,3.2356,3.2855,4.25,Diameter,,,,,,
EX,I1,E,3.2356,3.2855,3.8,Diameter,,,,,,
EX,I2,E,3.2356,3.2855,3.1,Diameter,,,,,,
EX,I3,E,3.2356,3.2855,2.5,Diameter,,,,,,
EX,VVS1,F,3.2356,3.2855,7.7,Diameter,,,,,,
EX,VVS2,F,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,F,3.2356,3.2855,6.5,Diameter,,,,,,
EX,VS2,F,3.2356,3.2855,6.1,Diameter,,,,,,
EX,SI1,F,3.2356,3.2855,5.5,Diameter,,,,,,
EX,SI2,F,3.2356,3.2855,4.7,Diameter,,,,,,
EX,SI3,F,3.2356,3.2855,4.25,Diameter,,,,,,
EX,I1,F,3.2356,3.2855,3.8,Diameter,,,,,,
EX,I2,F,3.2356,3.2855,3,Diameter,,,,,,
EX,I3,F,3.2356,3.2855,2.5,Diameter,,,,,,
EX,VVS1,G,3.2356,3.2855,7.7,Diameter,,,,,,
EX,VVS2,G,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,G,3.2356,3.2855,6.5,Diameter,,,,,,
EX,VS2,G,3.2356,3.2855,6.1,Diameter,,,,,,
EX,SI1,G,3.2356,3.2855,5.5,Diameter,,,,,,
EX,SI2,G,3.2356,3.2855,4.7,Diameter,,,,,,
EX,SI3,G,3.2356,3.2855,4.25,Diameter,,,,,,
EX,I1,G,3.2356,3.2855,3.8,Diameter,,,,,,
EX,I2,G,3.2356,3.2855,3,Diameter,,,,,,
EX,I3,G,3.2356,3.2855,2.5,Diameter,,,,,,
EX,VVS1,H,3.2356,3.2855,6.4,Diameter,,,,,,
EX,VVS2,H,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,H,3.2356,3.2855,5.1,Diameter,,,,,,
EX,VS2,H,3.2356,3.2855,4.95,Diameter,,,,,,
EX,SI1,H,3.2356,3.2855,4.85,Diameter,,,,,,
EX,SI2,H,3.2356,3.2855,4.45,Diameter,,,,,,
EX,SI3,H,3.2356,3.2855,3.7,Diameter,,,,,,
EX,I1,H,3.2356,3.2855,3.15,Diameter,,,,,,
EX,I2,H,3.2356,3.2855,2.8,Diameter,,,,,,
EX,I3,H,3.2356,3.2855,2.25,Diameter,,,,,,
EX,VVS1,I,3.2356,3.2855,6.4,Diameter,,,,,,
EX,VVS2,I,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,I,3.2356,3.2855,5.1,Diameter,,,,,,
EX,VS2,I,3.2356,3.2855,4.95,Diameter,,,,,,
EX,SI1,I,3.2356,3.2855,4.85,Diameter,,,,,,
EX,SI2,I,3.2356,3.2855,4.45,Diameter,,,,,,
EX,SI3,I,3.2356,3.2855,3.7,Diameter,,,,,,
EX,I1,I,3.2356,3.2855,3.15,Diameter,,,,,,
EX,I2,I,3.2356,3.2855,2.8,Diameter,,,,,,
EX,I3,I,3.2356,3.2855,2.25,Diameter,,,,,,
EX,VVS1,J,3.2356,3.2855,5.3,Diameter,,,,,,
EX,VVS2,J,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,J,3.2356,3.2855,5.15,Diameter,,,,,,
EX,VS2,J,3.2356,3.2855,4.95,Diameter,,,,,,
EX,SI1,J,3.2356,3.2855,4.6,Diameter,,,,,,
EX,SI2,J,3.2356,3.2855,4,Diameter,,,,,,
EX,SI3,J,3.2356,3.2855,3.35,Diameter,,,,,,
EX,I1,J,3.2356,3.2855,2.9,Diameter,,,,,,
EX,I2,J,3.2356,3.2855,2.55,Diameter,,,,,,
EX,I3,J,3.2356,3.2855,2.05,Diameter,,,,,,
EX,VVS1,K,3.2356,3.2855,5.3,Diameter,,,,,,
EX,VVS2,K,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,K,3.2356,3.2855,5.15,Diameter,,,,,,
EX,VS2,K,3.2356,3.2855,4.95,Diameter,,,,,,
EX,SI1,K,3.2356,3.2855,4.6,Diameter,,,,,,
EX,SI2,K,3.2356,3.2855,4,Diameter,,,,,,
EX,SI3,K,3.2356,3.2855,3.35,Diameter,,,,,,
EX,I1,K,3.2356,3.2855,2.9,Diameter,,,,,,
EX,I2,K,3.2356,3.2855,2.55,Diameter,,,,,,
EX,I3,K,3.2356,3.2855,2.05,Diameter,,,,,,
EX,VVS1,L,3.2356,3.2855,3.5,Diameter,,,,,,
EX,VVS2,L,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,L,3.2356,3.2855,3.5,Diameter,,,,,,
EX,VS2,L,3.2356,3.2855,3.5,Diameter,,,,,,
EX,SI1,L,3.2356,3.2855,3.25,Diameter,,,,,,
EX,SI2,L,3.2356,3.2855,2.95,Diameter,,,,,,
EX,SI3,L,3.2356,3.2855,2.5,Diameter,,,,,,
EX,I1,L,3.2356,3.2855,2.3,Diameter,,,,,,
EX,I2,L,3.2356,3.2855,1.8,Diameter,,,,,,
EX,I3,L,3.2356,3.2855,1.3,Diameter,,,,,,
EX,VVS1,M,3.2356,3.2855,3.5,Diameter,,,,,,
EX,VVS2,M,3.2356,3.2855,0.01,Diameter,,,,,,
EX,VS1,M,3.2356,3.2855,3.5,Diameter,,,,,,
EX,VS2,M,3.2356,3.2855,3.5,Diameter,,,,,,
EX,SI1,M,3.2356,3.2855,3.25,Diameter,,,,,,
EX,SI2,M,3.2356,3.2855,2.95,Diameter,,,,,,
EX,SI3,M,3.2356,3.2855,2.5,Diameter,,,,,,
EX,I1,M,3.2356,3.2855,2.3,Diameter,,,,,,
EX,I2,M,3.2356,3.2855,1.8,Diameter,,,,,,
EX,I3,M,3.2356,3.2855,1.3,Diameter,,,,,,
EX,VVS1,N,3.2356,3.2855,0,Diameter,,,,,,
EX,VVS2,N,3.2356,3.2855,0,Diameter,,,,,,
EX,VS1,N,3.2356,3.2855,0,Diameter,,,,,,
EX,VS2,N,3.2356,3.2855,0,Diameter,,,,,,
EX,SI1,N,3.2356,3.2855,0,Diameter,,,,,,
EX,SI2,N,3.2356,3.2855,0,Diameter,,,,,,
EX,SI3,N,3.2356,3.2855,0,Diameter,,,,,,
EX,I1,N,3.2356,3.2855,0,Diameter,,,,,,
EX,I2,N,3.2356,3.2855,0,Diameter,,,,,,
EX,I3,N,3.2356,3.2855,0,Diameter,,,,,,
EX,VVS1,D,3.2856,3.3355,8.5,Diameter,,,,,,
EX,VVS2,D,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,D,3.2856,3.3355,7,Diameter,,,,,,
EX,VS2,D,3.2856,3.3355,6.4,Diameter,,,,,,
EX,SI1,D,3.2856,3.3355,5.6,Diameter,,,,,,
EX,SI2,D,3.2856,3.3355,4.7,Diameter,,,,,,
EX,SI3,D,3.2856,3.3355,4.25,Diameter,,,,,,
EX,I1,D,3.2856,3.3355,3.8,Diameter,,,,,,
EX,I2,D,3.2856,3.3355,3.1,Diameter,,,,,,
EX,I3,D,3.2856,3.3355,2.5,Diameter,,,,,,
EX,VVS1,E,3.2856,3.3355,8.5,Diameter,,,,,,
EX,VVS2,E,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,E,3.2856,3.3355,7,Diameter,,,,,,
EX,VS2,E,3.2856,3.3355,6.4,Diameter,,,,,,
EX,SI1,E,3.2856,3.3355,5.6,Diameter,,,,,,
EX,SI2,E,3.2856,3.3355,4.7,Diameter,,,,,,
EX,SI3,E,3.2856,3.3355,4.25,Diameter,,,,,,
EX,I1,E,3.2856,3.3355,3.8,Diameter,,,,,,
EX,I2,E,3.2856,3.3355,3.1,Diameter,,,,,,
EX,I3,E,3.2856,3.3355,2.5,Diameter,,,,,,
EX,VVS1,F,3.2856,3.3355,7.2,Diameter,,,,,,
EX,VVS2,F,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,F,3.2856,3.3355,6.5,Diameter,,,,,,
EX,VS2,F,3.2856,3.3355,6.1,Diameter,,,,,,
EX,SI1,F,3.2856,3.3355,5.5,Diameter,,,,,,
EX,SI2,F,3.2856,3.3355,4.7,Diameter,,,,,,
EX,SI3,F,3.2856,3.3355,4.25,Diameter,,,,,,
EX,I1,F,3.2856,3.3355,3.8,Diameter,,,,,,
EX,I2,F,3.2856,3.3355,3,Diameter,,,,,,
EX,I3,F,3.2856,3.3355,2.5,Diameter,,,,,,
EX,VVS1,G,3.2856,3.3355,7.2,Diameter,,,,,,
EX,VVS2,G,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,G,3.2856,3.3355,6.5,Diameter,,,,,,
EX,VS2,G,3.2856,3.3355,6.1,Diameter,,,,,,
EX,SI1,G,3.2856,3.3355,5.5,Diameter,,,,,,
EX,SI2,G,3.2856,3.3355,4.7,Diameter,,,,,,
EX,SI3,G,3.2856,3.3355,4.25,Diameter,,,,,,
EX,I1,G,3.2856,3.3355,3.8,Diameter,,,,,,
EX,I2,G,3.2856,3.3355,3,Diameter,,,,,,
EX,I3,G,3.2856,3.3355,2.5,Diameter,,,,,,
EX,VVS1,H,3.2856,3.3355,6.4,Diameter,,,,,,
EX,VVS2,H,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,H,3.2856,3.3355,5.1,Diameter,,,,,,
EX,VS2,H,3.2856,3.3355,4.95,Diameter,,,,,,
EX,SI1,H,3.2856,3.3355,4.85,Diameter,,,,,,
EX,SI2,H,3.2856,3.3355,4.45,Diameter,,,,,,
EX,SI3,H,3.2856,3.3355,3.7,Diameter,,,,,,
EX,I1,H,3.2856,3.3355,3.15,Diameter,,,,,,
EX,I2,H,3.2856,3.3355,2.8,Diameter,,,,,,
EX,I3,H,3.2856,3.3355,2.25,Diameter,,,,,,
EX,VVS1,I,3.2856,3.3355,6.4,Diameter,,,,,,
EX,VVS2,I,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,I,3.2856,3.3355,5.1,Diameter,,,,,,
EX,VS2,I,3.2856,3.3355,4.95,Diameter,,,,,,
EX,SI1,I,3.2856,3.3355,4.85,Diameter,,,,,,
EX,SI2,I,3.2856,3.3355,4.45,Diameter,,,,,,
EX,SI3,I,3.2856,3.3355,3.7,Diameter,,,,,,
EX,I1,I,3.2856,3.3355,3.15,Diameter,,,,,,
EX,I2,I,3.2856,3.3355,2.8,Diameter,,,,,,
EX,I3,I,3.2856,3.3355,2.25,Diameter,,,,,,
EX,VVS1,J,3.2856,3.3355,5.45,Diameter,,,,,,
EX,VVS2,J,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,J,3.2856,3.3355,5.15,Diameter,,,,,,
EX,VS2,J,3.2856,3.3355,4.95,Diameter,,,,,,
EX,SI1,J,3.2856,3.3355,4.6,Diameter,,,,,,
EX,SI2,J,3.2856,3.3355,4,Diameter,,,,,,
EX,SI3,J,3.2856,3.3355,3.35,Diameter,,,,,,
EX,I1,J,3.2856,3.3355,2.9,Diameter,,,,,,
EX,I2,J,3.2856,3.3355,2.55,Diameter,,,,,,
EX,I3,J,3.2856,3.3355,2.05,Diameter,,,,,,
EX,VVS1,K,3.2856,3.3355,5.45,Diameter,,,,,,
EX,VVS2,K,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,K,3.2856,3.3355,5.15,Diameter,,,,,,
EX,VS2,K,3.2856,3.3355,4.95,Diameter,,,,,,
EX,SI1,K,3.2856,3.3355,4.6,Diameter,,,,,,
EX,SI2,K,3.2856,3.3355,4,Diameter,,,,,,
EX,SI3,K,3.2856,3.3355,3.35,Diameter,,,,,,
EX,I1,K,3.2856,3.3355,2.9,Diameter,,,,,,
EX,I2,K,3.2856,3.3355,2.55,Diameter,,,,,,
EX,I3,K,3.2856,3.3355,2.05,Diameter,,,,,,
EX,VVS1,L,3.2856,3.3355,3.5,Diameter,,,,,,
EX,VVS2,L,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,L,3.2856,3.3355,3.5,Diameter,,,,,,
EX,VS2,L,3.2856,3.3355,3.5,Diameter,,,,,,
EX,SI1,L,3.2856,3.3355,3.25,Diameter,,,,,,
EX,SI2,L,3.2856,3.3355,2.95,Diameter,,,,,,
EX,SI3,L,3.2856,3.3355,2.5,Diameter,,,,,,
EX,I1,L,3.2856,3.3355,2.3,Diameter,,,,,,
EX,I2,L,3.2856,3.3355,1.8,Diameter,,,,,,
EX,I3,L,3.2856,3.3355,1.3,Diameter,,,,,,
EX,VVS1,M,3.2856,3.3355,3.5,Diameter,,,,,,
EX,VVS2,M,3.2856,3.3355,0.01,Diameter,,,,,,
EX,VS1,M,3.2856,3.3355,3.5,Diameter,,,,,,
EX,VS2,M,3.2856,3.3355,3.5,Diameter,,,,,,
EX,SI1,M,3.2856,3.3355,3.25,Diameter,,,,,,
EX,SI2,M,3.2856,3.3355,2.95,Diameter,,,,,,
EX,SI3,M,3.2856,3.3355,2.5,Diameter,,,,,,
EX,I1,M,3.2856,3.3355,2.3,Diameter,,,,,,
EX,I2,M,3.2856,3.3355,1.8,Diameter,,,,,,
EX,I3,M,3.2856,3.3355,1.3,Diameter,,,,,,
EX,VVS1,N,3.2856,3.3355,0,Diameter,,,,,,
EX,VVS2,N,3.2856,3.3355,0,Diameter,,,,,,
EX,VS1,N,3.2856,3.3355,0,Diameter,,,,,,
EX,VS2,N,3.2856,3.3355,0,Diameter,,,,,,
EX,SI1,N,3.2856,3.3355,0,Diameter,,,,,,
EX,SI2,N,3.2856,3.3355,0,Diameter,,,,,,
EX,SI3,N,3.2856,3.3355,0,Diameter,,,,,,
EX,I1,N,3.2856,3.3355,0,Diameter,,,,,,
EX,I2,N,3.2856,3.3355,0,Diameter,,,,,,
EX,I3,N,3.2856,3.3355,0,Diameter,,,,,,
EX,VVS1,D,3.3356,3.3855,9,Diameter,,,,,,
EX,VVS2,D,3.3356,3.3855,0.01,Diameter,,,,,,
EX,VS1,D,3.3356,3.3855,7,Diameter,,,,,,
EX,VS2,D,3.3356,3.3855,6.45,Diameter,,,,,,
EX,SI1,D,3.3356,3.3855,5.8,Diameter,,,,,,
EX,SI2,D,3.3356,3.3855,5.35,Diameter,,,,,,
EX,SI3,D,3.3356,3.3855,4.8,Diameter,,,,,,
EX,I1,D,3.3356,3.3855,4.4,Diameter,,,,,,
EX,I2,D,3.3356,3.3855,3.2,Diameter,,,,,,
EX,I3,D,3.3356,3.3855,2.7,Diameter,,,,,,
EX,VVS1,E,3.3356,3.3855,9,Diameter,,,,,,
EX,VVS2,E,3.3356,3.3855,0.01,Diameter,,,,,,
EX,VS1,E,3.3356,3.3855,7,Diameter,,,,,,
EX,VS2,E,3.3356,3.3855,6.45,Diameter,,,,,,
EX,SI1,E,3.3356,3.3855,5.8,Diameter,,,,,,
EX,SI2,E,3.3356,3.3855,5.35,Diameter,,,,,,
EX,SI3,E,3.3356,3.3855,4.8,Diameter,,,,,,
EX,I1,E,3.3356,3.3855,4.4,Diameter,,,,,,
EX,I2,E,3.3356,3.3855,3.2,Diameter,,,,,,
EX,I3,E,3.3356,3.3855,2.7,Diameter,,,,,,
EX,VVS1,F,3.3356,3.3855,8,Diameter,,,,,,
EX,VVS2,F,3.3356,3.3855,0.01,Diameter,,,,,,
EX,VS1,F,3.3356,3.3855,6.5,Diameter,,,,,,
EX,VS2,F,3.3356,3.3855,6.1,Diameter,,,,,,
EX,SI1,F,3.3356,3.3855,5.8,Diameter,,,,,,
EX,SI2,F,3.3356,3.3855,5.35,Diameter,,,,,,
EX,SI3,F,3.3356,3.3855,4.8,Diameter,,,,,,
EX,I1,F,3.3356,3.3855,4.4,Diameter,,,,,,
EX,I2,F,3.3356,3.3855,3.2,Diameter,,,,,,
EX,I3,F,3.3356,3.3855,2.7,Diameter,,,,,,
EX,VVS1,G,3.3356,3.3855,8,Diameter,,,,,,
EX,VVS2,G,3.3356,3.3855,0.01,Diameter,,,,,,
EX,VS1,G,3.3356,3.3855,6.5,Diameter,,,,,,
EX,VS2,G,3.3356,3.3855,6.1,Diameter,,,,,,
EX,SI1,G,3.3356,3.3855,5.8,Diameter,,,,,,
EX,SI2,G,3.3356,3.3855,5.35,Diameter,,,,,,
EX,SI3,G,3.3356,3.3855,4.8,Diameter,,,,,,
EX,I1,G,3.3356,3.3855,4.4,Diameter,,,,,,
EX,I2,G,3.3356,3.3855,3.2,Diameter,,,,,,
EX,I3,G,3.3356,3.3855,2.7,Diameter,,,,,,
EX,VVS1,H,3.3356,3.3855,7,Diameter,,,,,,
EX,VVS2,H,3.3356,3.3855,0.01,Diameter,,,,,,
EX,VS1,H,3.3356,3.3855,5.6,Diameter,,,,,,
EX,VS2,H,3.3356,3.3855,5.5,Diameter,,,,,,
EX,SI1,H,3.3356,3.3855,5.4,Diameter,,,,,,
EX,SI2,H,3.3356,3.3855,5.25,Diameter,,,,,,
EX,SI3,H,3.3356,3.3855,4.55,Diameter,,,,,,
EX,I1,H,3.3356,3.3855,4,Diameter,,,,,,
EX,I2,H,3.3356,3.3855,3.05,Diameter,,,,,,
EX,I3,H,3.3356,3.3855,2.45,Diameter,,,,,,
EX,VVS1,I,3.3356,3.3855,7,Diameter,,,,,,
EX,VVS2,I,3.3356,3.3855,0.01,Diameter,,,,,,
EX,VS1,I,3.3356,3.3855,5.6,Diameter,,,,,,
EX,VS2,I,3.3356,3.3855,5.5,Diameter,,,,,,
EX,SI1,I,3.3356,3.3855,5.4,Diameter,,,,,,
EX,SI2,I,3.3356,3.3855,5.25,Diameter,,,,,,
EX,SI3,I,3.3356,3.3855,4.55,Diameter,,,,,,
EX,I1,I,3.3356,3.3855,4,Diameter,,,,,,
EX,I2,I,3.3356,3.3855,3.05,Diameter,,,,,,
EX,I3,I,3.3356,3.3855,2.45,Diameter,,,,,,
EX,VVS1,J,3.3356,3.3855,5.4,Diameter,,,,,,
EX,VVS2,J,3.3356,3.3855,0.01,Diameter,,,,,,
EX,VS1,J,3.3356,3.3855,5.2,Diameter,,,,,,
EX,VS2,J,3.3356,3.3855,5.2,Diameter,,,,,,
EX,SI1,J,3.3356,3.3855,5,Diameter,,,,,,
EX,SI2,J,3.3356,3.3855,4.75,Diameter,,,,,,
