<Rules>,,,,,,,,,,,,
Colors,11,D,E,F,G,H,I,J,K,L,M,N
Clarities,10,VVS1,VVS2,VS1,VS2,SI1,SI2,SI3,I1,I2,I3,
EX,SI1,F,3.6356,3.6855,6.85,Diameter,,,,,,
EX,SI2,F,3.6356,3.6855,6.1,Diameter,,,,,,
EX,SI3,F,3.6356,3.6855,5.3,Diameter,,,,,,
EX,I1,F,3.6356,3.6855,4.7,Diameter,,,,,,
EX,I2,F,3.6356,3.6855,3.4,Diameter,,,,,,
EX,I3,F,3.6356,3.6855,2.7,Diameter,,,,,,
EX,VVS1,G,3.6356,3.6855,10.35,Diameter,,,,,,
EX,VVS2,G,3.6356,3.6855,0.01,Diameter,,,,,,
EX,VS1,G,3.6356,3.6855,8.3,Diameter,,,,,,
EX,VS2,G,3.6356,3.6855,7.75,Diameter,,,,,,
EX,SI1,G,3.6356,3.6855,6.85,Diameter,,,,,,
EX,SI2,G,3.6356,3.6855,6.1,Diameter,,,,,,
EX,SI3,G,3.6356,3.6855,5.3,Diameter,,,,,,
EX,I1,G,3.6356,3.6855,4.7,Diameter,,,,,,
EX,I2,G,3.6356,3.6855,3.4,Diameter,,,,,,
EX,I3,G,3.6356,3.6855,2.7,Diameter,,,,,,
EX,VVS1,H,3.6356,3.6855,7.9,Diameter,,,,,,
EX,VVS2,H,3.6356,3.6855,0.01,Diameter,,,,,,
EX,VS1,H,3.6356,3.6855,6.3,Diameter,,,,,,
EX,VS2,H,3.6356,3.6855,6.3,Diameter,,,,,,
EX,SI1,H,3.6356,3.6855,5.85,Diameter,,,,,,
EX,SI2,H,3.6356,3.6855,5.25,Diameter,,,,,,
EX,SI3,H,3.6356,3.6855,4.55,Diameter,,,,,,
EX,I1,H,3.6356,3.6855,4,Diameter,,,,,,
EX,I2,H,3.6356,3.6855,3.05,Diameter,,,,,,
EX,I3,H,3.6356,3.6855,2.45,Diameter,,,,,,
EX,VVS1,I,3.6356,3.6855,7.9,Diameter,,,,,,
EX,VVS2,I,3.6356,3.6855,0.01,Diameter,,,,,,
EX,VS1,I,3.6356,3.6855,6.3,Diameter,,,,,,
EX,VS2,I,3.6356,3.6855,6.3,Diameter,,,,,,
EX,SI1,I,3.6356,3.6855,5.85,Diameter,,,,,,
EX,SI2,I,3.6356,3.6855,5.25,Diameter,,,,,,
EX,SI3,I,3.6356,3.6855,4.55,Diameter,,,,,,
EX,I1,I,3.6356,3.6855,4,Diameter,,,,,,
EX,I2,I,3.6356,3.6855,3.05,Diameter,,,,,,
EX,I3,I,3.6356,3.6855,2.45,Diameter,,,,,,
EX,VVS1,J,3.6356,3.6855,6,Diameter,,,,,,
EX,VVS2,J,3.6356,3.6855,0.01,Diameter,,,,,,
EX,VS1,J,3.6356,3.6855,6,Diameter,,,,,,
EX,VS2,J,3.6356,3.6855,6,Diameter,,,,,,
EX,SI1,J,3.6356,3.6855,5.25,Diameter,,,,,,
EX,SI2,J,3.6356,3.6855,4.75,Diameter,,,,,,
EX,SI3,J,3.6356,3.6855,4.1,Diameter,,,,,,
EX,I1,J,3.6356,3.6855,3.6,Diameter,,,,,,
EX,I2,J,3.6356,3.6855,2.75,Diameter,,,,,,
EX,I3,J,3.6356,3.6855,2.2,Diameter,,,,,,
EX,VVS1,K,3.6356,3.6855,6,Diameter,,,,,,
EX,VVS2,K,3.6356,3.6855,0.01,Diameter,,,,,,
EX,VS1,K,3.6356,3.6855,6,Diameter,,,,,,
EX,VS2,K,3.6356,3.6855,6,Diameter,,,,,,
EX,SI1,K,3.6356,3.6855,5.25,Diameter,,,,,,
EX,SI2,K,3.6356,3.6855,4.75,Diameter,,,,,,
EX,SI3,K,3.6356,3.6855,4.1,Diameter,,,,,,
EX,I1,K,3.6356,3.6855,3.6,Diameter,,,,,,
EX,I2,K,3.6356,3.6855,2.75,Diameter,,,,,,
EX,I3,K,3.6356,3.6855,2.2,Diameter,,,,,,
EX,VVS1,L,3.6356,3.6855,4.2,Diameter,,,,,,
EX,VVS2,L,3.6356,3.6855,0.01,Diameter,,,,,,
EX,VS1,L,3.6356,3.6855,4.2,Diameter,,,,,,
EX,VS2,L,3.6356,3.6855,4.2,Diameter,,,,,,
EX,SI1,L,3.6356,3.6855,3.65,Diameter,,,,,,
EX,SI2,L,3.6356,3.6855,3.4,Diameter,,,,,,
EX,SI3,L,3.6356,3.6855,2.85,Diameter,,,,,,
EX,I1,L,3.6356,3.6855,2.5,Diameter,,,,,,
EX,I2,L,3.6356,3.6855,1.85,Diameter,,,,,,
EX,I3,L,3.6356,3.6855,1.35,Diameter,,,,,,
EX,VVS1,M,3.6356,3.6855,4.2,Diameter,,,,,,
EX,VVS2,M,3.6356,3.6855,0.01,Diameter,,,,,,
EX,VS1,M,3.6356,3.6855,4.2,Diameter,,,,,,
EX,VS2,M,3.6356,3.6855,4.2,Diameter,,,,,,
EX,SI1,M,3.6356,3.6855,3.65,Diameter,,,,,,
EX,SI2,M,3.6356,3.6855,3.4,Diameter,,,,,,
EX,SI3,M,3.6356,3.6855,2.85,Diameter,,,,,,
EX,I1,M,3.6356,3.6855,2.5,Diameter,,,,,,
EX,I2,M,3.6356,3.6855,1.85,Diameter,,,,,,
EX,I3,M,3.6356,3.6855,1.35,Diameter,,,,,,
EX,VVS1,N,3.6356,3.6855,0,Diameter,,,,,,
EX,VVS2,N,3.6356,3.6855,0,Diameter,,,,,,
EX,VS1,N,3.6356,3.6855,0,Diameter,,,,,,
EX,VS2,N,3.6356,3.6855,0,Diameter,,,,,,
EX,SI1,N,3.6356,3.6855,0,Diameter,,,,,,
EX,SI2,N,3.6356,3.6855,0,Diameter,,,,,,
EX,SI3,N,3.6356,3.6855,0,Diameter,,,,,,
EX,I1,N,3.6356,3.6855,0,Diameter,,,,,,
EX,I2,N,3.6356,3.6855,0,Diameter,,,,,,
EX,I3,N,3.6356,3.6855,0,Diameter,,,,,,
EX,VVS1,D,3.6856,3.7355,11.1,Diameter,,,,,,
EX,VVS2,D,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,D,3.6856,3.7355,8.5,Diameter,,,,,,
EX,VS2,D,3.6856,3.7355,7.75,Diameter,,,,,,
EX,SI1,D,3.6856,3.7355,7,Diameter,,,,,,
EX,SI2,D,3.6856,3.7355,6.2,Diameter,,,,,,
EX,SI3,D,3.6856,3.7355,5.35,Diameter,,,,,,
EX,I1,D,3.6856,3.7355,4.7,Diameter,,,,,,
EX,I2,D,3.6856,3.7355,3.4,Diameter,,,,,,
EX,I3,D,3.6856,3.7355,2.7,Diameter,,,,,,
EX,VVS1,E,3.6856,3.7355,11.1,Diameter,,,,,,
EX,VVS2,E,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,E,3.6856,3.7355,8.5,Diameter,,,,,,
EX,VS2,E,3.6856,3.7355,7.75,Diameter,,,,,,
EX,SI1,E,3.6856,3.7355,7,Diameter,,,,,,
EX,SI2,E,3.6856,3.7355,6.2,Diameter,,,,,,
EX,SI3,E,3.6856,3.7355,5.35,Diameter,,,,,,
EX,I1,E,3.6856,3.7355,4.7,Diameter,,,,,,
EX,I2,E,3.6856,3.7355,3.4,Diameter,,,,,,
EX,I3,E,3.6856,3.7355,2.7,Diameter,,,,,,
EX,VVS1,F,3.6856,3.7355,10.35,Diameter,,,,,,
EX,VVS2,F,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,F,3.6856,3.7355,8.4,Diameter,,,,,,
EX,VS2,F,3.6856,3.7355,7.75,Diameter,,,,,,
EX,SI1,F,3.6856,3.7355,7,Diameter,,,,,,
EX,SI2,F,3.6856,3.7355,6.2,Diameter,,,,,,
EX,SI3,F,3.6856,3.7355,5.3,Diameter,,,,,,
EX,I1,F,3.6856,3.7355,4.7,Diameter,,,,,,
EX,I2,F,3.6856,3.7355,3.4,Diameter,,,,,,
EX,I3,F,3.6856,3.7355,2.7,Diameter,,,,,,
EX,VVS1,G,3.6856,3.7355,10.35,Diameter,,,,,,
EX,VVS2,G,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,G,3.6856,3.7355,8.4,Diameter,,,,,,
EX,VS2,G,3.6856,3.7355,7.75,Diameter,,,,,,
EX,SI1,G,3.6856,3.7355,7,Diameter,,,,,,
EX,SI2,G,3.6856,3.7355,6.2,Diameter,,,,,,
EX,SI3,G,3.6856,3.7355,5.3,Diameter,,,,,,
EX,I1,G,3.6856,3.7355,4.7,Diameter,,,,,,
EX,I2,G,3.6856,3.7355,3.4,Diameter,,,,,,
EX,I3,G,3.6856,3.7355,2.7,Diameter,,,,,,
EX,VVS1,H,3.6856,3.7355,7.9,Diameter,,,,,,
EX,VVS2,H,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,H,3.6856,3.7355,6.3,Diameter,,,,,,
EX,VS2,H,3.6856,3.7355,6.2,Diameter,,,,,,
EX,SI1,H,3.6856,3.7355,6.1,Diameter,,,,,,
EX,SI2,H,3.6856,3.7355,5.65,Diameter,,,,,,
EX,SI3,H,3.6856,3.7355,4.8,Diameter,,,,,,
EX,I1,H,3.6856,3.7355,4,Diameter,,,,,,
EX,I2,H,3.6856,3.7355,3.05,Diameter,,,,,,
EX,I3,H,3.6856,3.7355,2.45,Diameter,,,,,,
EX,VVS1,I,3.6856,3.7355,7.9,Diameter,,,,,,
EX,VVS2,I,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,I,3.6856,3.7355,6.3,Diameter,,,,,,
EX,VS2,I,3.6856,3.7355,6.2,Diameter,,,,,,
EX,SI1,I,3.6856,3.7355,6.1,Diameter,,,,,,
EX,SI2,I,3.6856,3.7355,5.65,Diameter,,,,,,
EX,SI3,I,3.6856,3.7355,4.8,Diameter,,,,,,
EX,I1,I,3.6856,3.7355,4,Diameter,,,,,,
EX,I2,I,3.6856,3.7355,3.05,Diameter,,,,,,
EX,I3,I,3.6856,3.7355,2.45,Diameter,,,,,,
EX,VVS1,J,3.6856,3.7355,6.35,Diameter,,,,,,
EX,VVS2,J,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,J,3.6856,3.7355,6.35,Diameter,,,,,,
EX,VS2,J,3.6856,3.7355,6.35,Diameter,,,,,,
EX,SI1,J,3.6856,3.7355,5.8,Diameter,,,,,,
EX,SI2,J,3.6856,3.7355,5.1,Diameter,,,,,,
EX,SI3,J,3.6856,3.7355,4.3,Diameter,,,,,,
EX,I1,J,3.6856,3.7355,3.6,Diameter,,,,,,
EX,I2,J,3.6856,3.7355,2.75,Diameter,,,,,,
EX,I3,J,3.6856,3.7355,2.2,Diameter,,,,,,
EX,VVS1,K,3.6856,3.7355,6.35,Diameter,,,,,,
EX,VVS2,K,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,K,3.6856,3.7355,6.35,Diameter,,,,,,
EX,VS2,K,3.6856,3.7355,6.35,Diameter,,,,,,
EX,SI1,K,3.6856,3.7355,5.8,Diameter,,,,,,
EX,SI2,K,3.6856,3.7355,5.1,Diameter,,,,,,
EX,SI3,K,3.6856,3.7355,4.3,Diameter,,,,,,
EX,I1,K,3.6856,3.7355,3.6,Diameter,,,,,,
EX,I2,K,3.6856,3.7355,2.75,Diameter,,,,,,
EX,I3,K,3.6856,3.7355,2.2,Diameter,,,,,,
EX,VVS1,L,3.6856,3.7355,4.55,Diameter,,,,,,
EX,VVS2,L,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,L,3.6856,3.7355,4.55,Diameter,,,,,,
EX,VS2,L,3.6856,3.7355,4.55,Diameter,,,,,,
EX,SI1,L,3.6856,3.7355,4.05,Diameter,,,,,,
EX,SI2,L,3.6856,3.7355,3.7,Diameter,,,,,,
EX,SI3,L,3.6856,3.7355,3,Diameter,,,,,,
EX,I1,L,3.6856,3.7355,2.7,Diameter,,,,,,
EX,I2,L,3.6856,3.7355,1.9,Diameter,,,,,,
EX,I3,L,3.6856,3.7355,1.4,Diameter,,,,,,
EX,VVS1,M,3.6856,3.7355,4.55,Diameter,,,,,,
EX,VVS2,M,3.6856,3.7355,0.01,Diameter,,,,,,
EX,VS1,M,3.6856,3.7355,4.55,Diameter,,,,,,
EX,VS2,M,3.6856,3.7355,4.55,Diameter,,,,,,
EX,SI1,M,3.6856,3.7355,4.05,Diameter,,,,,,
EX,SI2,M,3.6856,3.7355,3.7,Diameter,,,,,,
EX,SI3,M,3.6856,3.7355,3,Diameter,,,,,,
EX,I1,M,3.6856,3.7355,2.7,Diameter,,,,,,
EX,I2,M,3.6856,3.7355,1.9,Diameter,,,,,,
EX,I3,M,3.6856,3.7355,1.4,Diameter,,,,,,
EX,VVS1,N,3.6856,3.7355,0,Diameter,,,,,,
EX,VVS2,N,3.6856,3.7355,0,Diameter,,,,,,
EX,VS1,N,3.6856,3.7355,0,Diameter,,,,,,
EX,VS2,N,3.6856,3.7355,0,Diameter,,,,,,
EX,SI1,N,3.6856,3.7355,0,Diameter,,,,,,
EX,SI2,N,3.6856,3.7355,0,Diameter,,,,,,
EX,SI3,N,3.6856,3.7355,0,Diameter,,,,,,
EX,I1,N,3.6856,3.7355,0,Diameter,,,,,,
EX,I2,N,3.6856,3.7355,0,Diameter,,,,,,
EX,I3,N,3.6856,3.7355,0,Diameter,,,,,,
EX,VVS1,D,3.7356,3.7855,11.5,Diameter,,,,,,
EX,VVS2,D,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,D,3.7356,3.7855,8.5,Diameter,,,,,,
EX,VS2,D,3.7356,3.7855,7.75,Diameter,,,,,,
EX,SI1,D,3.7356,3.7855,7,Diameter,,,,,,
EX,SI2,D,3.7356,3.7855,6.2,Diameter,,,,,,
EX,SI3,D,3.7356,3.7855,5.35,Diameter,,,,,,
EX,I1,D,3.7356,3.7855,4.7,Diameter,,,,,,
EX,I2,D,3.7356,3.7855,3.4,Diameter,,,,,,
EX,I3,D,3.7356,3.7855,2.7,Diameter,,,,,,
EX,VVS1,E,3.7356,3.7855,11.5,Diameter,,,,,,
EX,VVS2,E,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,E,3.7356,3.7855,8.5,Diameter,,,,,,
EX,VS2,E,3.7356,3.7855,7.75,Diameter,,,,,,
EX,SI1,E,3.7356,3.7855,7,Diameter,,,,,,
EX,SI2,E,3.7356,3.7855,6.2,Diameter,,,,,,
EX,SI3,E,3.7356,3.7855,5.35,Diameter,,,,,,
EX,I1,E,3.7356,3.7855,4.7,Diameter,,,,,,
EX,I2,E,3.7356,3.7855,3.4,Diameter,,,,,,
EX,I3,E,3.7356,3.7855,2.7,Diameter,,,,,,
EX,VVS1,F,3.7356,3.7855,10.6,Diameter,,,,,,
EX,VVS2,F,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,F,3.7356,3.7855,8.5,Diameter,,,,,,
EX,VS2,F,3.7356,3.7855,7.75,Diameter,,,,,,
EX,SI1,F,3.7356,3.7855,7,Diameter,,,,,,
EX,SI2,F,3.7356,3.7855,6.2,Diameter,,,,,,
EX,SI3,F,3.7356,3.7855,5.3,Diameter,,,,,,
EX,I1,F,3.7356,3.7855,4.7,Diameter,,,,,,
EX,I2,F,3.7356,3.7855,3.4,Diameter,,,,,,
EX,I3,F,3.7356,3.7855,2.7,Diameter,,,,,,
EX,VVS1,G,3.7356,3.7855,10.6,Diameter,,,,,,
EX,VVS2,G,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,G,3.7356,3.7855,8.5,Diameter,,,,,,
EX,VS2,G,3.7356,3.7855,7.75,Diameter,,,,,,
EX,SI1,G,3.7356,3.7855,7,Diameter,,,,,,
EX,SI2,G,3.7356,3.7855,6.2,Diameter,,,,,,
EX,SI3,G,3.7356,3.7855,5.3,Diameter,,,,,,
EX,I1,G,3.7356,3.7855,4.7,Diameter,,,,,,
EX,I2,G,3.7356,3.7855,3.4,Diameter,,,,,,
EX,I3,G,3.7356,3.7855,2.7,Diameter,,,,,,
EX,VVS1,H,3.7356,3.7855,8,Diameter,,,,,,
EX,VVS2,H,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,H,3.7356,3.7855,6.4,Diameter,,,,,,
EX,VS2,H,3.7356,3.7855,6.3,Diameter,,,,,,
EX,SI1,H,3.7356,3.7855,6.2,Diameter,,,,,,
EX,SI2,H,3.7356,3.7855,5.65,Diameter,,,,,,
EX,SI3,H,3.7356,3.7855,4.8,Diameter,,,,,,
EX,I1,H,3.7356,3.7855,4,Diameter,,,,,,
EX,I2,H,3.7356,3.7855,3.05,Diameter,,,,,,
EX,I3,H,3.7356,3.7855,2.45,Diameter,,,,,,
EX,VVS1,I,3.7356,3.7855,8,Diameter,,,,,,
EX,VVS2,I,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,I,3.7356,3.7855,6.4,Diameter,,,,,,
EX,VS2,I,3.7356,3.7855,6.3,Diameter,,,,,,
EX,SI1,I,3.7356,3.7855,6.2,Diameter,,,,,,
EX,SI2,I,3.7356,3.7855,5.65,Diameter,,,,,,
EX,SI3,I,3.7356,3.7855,4.8,Diameter,,,,,,
EX,I1,I,3.7356,3.7855,4,Diameter,,,,,,
EX,I2,I,3.7356,3.7855,3.05,Diameter,,,,,,
EX,I3,I,3.7356,3.7855,2.45,Diameter,,,,,,
EX,VVS1,J,3.7356,3.7855,6.45,Diameter,,,,,,
EX,VVS2,J,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,J,3.7356,3.7855,6.45,Diameter,,,,,,
EX,VS2,J,3.7356,3.7855,6.45,Diameter,,,,,,
EX,SI1,J,3.7356,3.7855,5.8,Diameter,,,,,,
EX,SI2,J,3.7356,3.7855,5.1,Diameter,,,,,,
EX,SI3,J,3.7356,3.7855,4.3,Diameter,,,,,,
EX,I1,J,3.7356,3.7855,3.6,Diameter,,,,,,
EX,I2,J,3.7356,3.7855,2.75,Diameter,,,,,,
EX,I3,J,3.7356,3.7855,2.2,Diameter,,,,,,
EX,VVS1,K,3.7356,3.7855,6.45,Diameter,,,,,,
EX,VVS2,K,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,K,3.7356,3.7855,6.45,Diameter,,,,,,
EX,VS2,K,3.7356,3.7855,6.45,Diameter,,,,,,
EX,SI1,K,3.7356,3.7855,5.8,Diameter,,,,,,
EX,SI2,K,3.7356,3.7855,5.1,Diameter,,,,,,
EX,SI3,K,3.7356,3.7855,4.3,Diameter,,,,,,
EX,I1,K,3.7356,3.7855,3.6,Diameter,,,,,,
EX,I2,K,3.7356,3.7855,2.75,Diameter,,,,,,
EX,I3,K,3.7356,3.7855,2.2,Diameter,,,,,,
EX,VVS1,L,3.7356,3.7855,4.55,Diameter,,,,,,
EX,VVS2,L,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,L,3.7356,3.7855,4.55,Diameter,,,,,,
EX,VS2,L,3.7356,3.7855,4.55,Diameter,,,,,,
EX,SI1,L,3.7356,3.7855,4.05,Diameter,,,,,,
EX,SI2,L,3.7356,3.7855,3.7,Diameter,,,,,,
EX,SI3,L,3.7356,3.7855,3,Diameter,,,,,,
EX,I1,L,3.7356,3.7855,2.7,Diameter,,,,,,
EX,I2,L,3.7356,3.7855,1.9,Diameter,,,,,,
EX,I3,L,3.7356,3.7855,1.4,Diameter,,,,,,
EX,VVS1,M,3.7356,3.7855,4.55,Diameter,,,,,,
EX,VVS2,M,3.7356,3.7855,0.01,Diameter,,,,,,
EX,VS1,M,3.7356,3.7855,4.55,Diameter,,,,,,
EX,VS2,M,3.7356,3.7855,4.55,Diameter,,,,,,
EX,SI1,M,3.7356,3.7855,4.05,Diameter,,,,,,
EX,SI2,M,3.7356,3.7855,3.7,Diameter,,,,,,
EX,SI3,M,3.7356,3.7855,3,Diameter,,,,,,
EX,I1,M,3.7356,3.7855,2.7,Diameter,,,,,,
EX,I2,M,3.7356,3.7855,1.9,Diameter,,,,,,
EX,I3,M,3.7356,3.7855,1.4,Diameter,,,,,,
EX,VVS1,N,3.7356,3.7855,0,Diameter,,,,,,
EX,VVS2,N,3.7356,3.7855,0,Diameter,,,,,,
EX,VS1,N,3.7356,3.7855,0,Diameter,,,,,,
EX,VS2,N,3.7356,3.7855,0,Diameter,,,,,,
EX,SI1,N,3.7356,3.7855,0,Diameter,,,,,,
EX,SI2,N,3.7356,3.7855,0,Diameter,,,,,,
EX,SI3,N,3.7356,3.7855,0,Diameter,,,,,,
EX,I1,N,3.7356,3.7855,0,Diameter,,,,,,
EX,I2,N,3.7356,3.7855,0,Diameter,,,,,,
EX,I3,N,3.7356,3.7855,0,Diameter,,,,,,
EX,VVS1,D,3.7856,3.8355,11.5,Diameter,,,,,,
EX,VVS2,D,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,D,3.7856,3.8355,8.5,Diameter,,,,,,
EX,VS2,D,3.7856,3.8355,7.75,Diameter,,,,,,
EX,SI1,D,3.7856,3.8355,7,Diameter,,,,,,
EX,SI2,D,3.7856,3.8355,6.2,Diameter,,,,,,
EX,SI3,D,3.7856,3.8355,5.35,Diameter,,,,,,
EX,I1,D,3.7856,3.8355,4.7,Diameter,,,,,,
EX,I2,D,3.7856,3.8355,3.4,Diameter,,,,,,
EX,I3,D,3.7856,3.8355,2.7,Diameter,,,,,,
EX,VVS1,E,3.7856,3.8355,11.5,Diameter,,,,,,
EX,VVS2,E,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,E,3.7856,3.8355,8.5,Diameter,,,,,,
EX,VS2,E,3.7856,3.8355,7.75,Diameter,,,,,,
EX,SI1,E,3.7856,3.8355,7,Diameter,,,,,,
EX,SI2,E,3.7856,3.8355,6.2,Diameter,,,,,,
EX,SI3,E,3.7856,3.8355,5.35,Diameter,,,,,,
EX,I1,E,3.7856,3.8355,4.7,Diameter,,,,,,
EX,I2,E,3.7856,3.8355,3.4,Diameter,,,,,,
EX,I3,E,3.7856,3.8355,2.7,Diameter,,,,,,
EX,VVS1,F,3.7856,3.8355,10.6,Diameter,,,,,,
EX,VVS2,F,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,F,3.7856,3.8355,8.5,Diameter,,,,,,
EX,VS2,F,3.7856,3.8355,7.75,Diameter,,,,,,
EX,SI1,F,3.7856,3.8355,7,Diameter,,,,,,
EX,SI2,F,3.7856,3.8355,6.2,Diameter,,,,,,
EX,SI3,F,3.7856,3.8355,5.3,Diameter,,,,,,
EX,I1,F,3.7856,3.8355,4.7,Diameter,,,,,,
EX,I2,F,3.7856,3.8355,3.4,Diameter,,,,,,
EX,I3,F,3.7856,3.8355,2.7,Diameter,,,,,,
EX,VVS1,G,3.7856,3.8355,10.6,Diameter,,,,,,
EX,VVS2,G,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,G,3.7856,3.8355,8.5,Diameter,,,,,,
EX,VS2,G,3.7856,3.8355,7.75,Diameter,,,,,,
EX,SI1,G,3.7856,3.8355,7,Diameter,,,,,,
EX,SI2,G,3.7856,3.8355,6.2,Diameter,,,,,,
EX,SI3,G,3.7856,3.8355,5.3,Diameter,,,,,,
EX,I1,G,3.7856,3.8355,4.7,Diameter,,,,,,
EX,I2,G,3.7856,3.8355,3.4,Diameter,,,,,,
EX,I3,G,3.7856,3.8355,2.7,Diameter,,,,,,
EX,VVS1,H,3.7856,3.8355,8,Diameter,,,,,,
EX,VVS2,H,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,H,3.7856,3.8355,6.4,Diameter,,,,,,
EX,VS2,H,3.7856,3.8355,6.3,Diameter,,,,,,
EX,SI1,H,3.7856,3.8355,6.2,Diameter,,,,,,
EX,SI2,H,3.7856,3.8355,5.65,Diameter,,,,,,
EX,SI3,H,3.7856,3.8355,4.8,Diameter,,,,,,
EX,I1,H,3.7856,3.8355,4,Diameter,,,,,,
EX,I2,H,3.7856,3.8355,3.05,Diameter,,,,,,
EX,I3,H,3.7856,3.8355,2.45,Diameter,,,,,,
EX,VVS1,I,3.7856,3.8355,8,Diameter,,,,,,
EX,VVS2,I,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,I,3.7856,3.8355,6.4,Diameter,,,,,,
EX,VS2,I,3.7856,3.8355,6.3,Diameter,,,,,,
EX,SI1,I,3.7856,3.8355,6.2,Diameter,,,,,,
EX,SI2,I,3.7856,3.8355,5.65,Diameter,,,,,,
EX,SI3,I,3.7856,3.8355,4.8,Diameter,,,,,,
EX,I1,I,3.7856,3.8355,4,Diameter,,,,,,
EX,I2,I,3.7856,3.8355,3.05,Diameter,,,,,,
EX,I3,I,3.7856,3.8355,2.45,Diameter,,,,,,
EX,VVS1,J,3.7856,3.8355,6.45,Diameter,,,,,,
EX,VVS2,J,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,J,3.7856,3.8355,6.45,Diameter,,,,,,
EX,VS2,J,3.7856,3.8355,6.45,Diameter,,,,,,
EX,SI1,J,3.7856,3.8355,5.8,Diameter,,,,,,
EX,SI2,J,3.7856,3.8355,5.1,Diameter,,,,,,
EX,SI3,J,3.7856,3.8355,4.3,Diameter,,,,,,
EX,I1,J,3.7856,3.8355,3.6,Diameter,,,,,,
EX,I2,J,3.7856,3.8355,2.75,Diameter,,,,,,
EX,I3,J,3.7856,3.8355,2.2,Diameter,,,,,,
EX,VVS1,K,3.7856,3.8355,6.45,Diameter,,,,,,
EX,VVS2,K,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,K,3.7856,3.8355,6.45,Diameter,,,,,,
EX,VS2,K,3.7856,3.8355,6.45,Diameter,,,,,,
EX,SI1,K,3.7856,3.8355,5.8,Diameter,,,,,,
EX,SI2,K,3.7856,3.8355,5.1,Diameter,,,,,,
EX,SI3,K,3.7856,3.8355,4.3,Diameter,,,,,,
EX,I1,K,3.7856,3.8355,3.6,Diameter,,,,,,
EX,I2,K,3.7856,3.8355,2.75,Diameter,,,,,,
EX,I3,K,3.7856,3.8355,2.2,Diameter,,,,,,
EX,VVS1,L,3.7856,3.8355,4.55,Diameter,,,,,,
EX,VVS2,L,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,L,3.7856,3.8355,4.55,Diameter,,,,,,
EX,VS2,L,3.7856,3.8355,4.55,Diameter,,,,,,
EX,SI1,L,3.7856,3.8355,4.05,Diameter,,,,,,
EX,SI2,L,3.7856,3.8355,3.7,Diameter,,,,,,
EX,SI3,L,3.7856,3.8355,3,Diameter,,,,,,
EX,I1,L,3.7856,3.8355,2.7,Diameter,,,,,,
EX,I2,L,3.7856,3.8355,1.9,Diameter,,,,,,
EX,I3,L,3.7856,3.8355,1.4,Diameter,,,,,,
EX,VVS1,M,3.7856,3.8355,4.55,Diameter,,,,,,
EX,VVS2,M,3.7856,3.8355,0.01,Diameter,,,,,,
EX,VS1,M,3.7856,3.8355,4.55,Diameter,,,,,,
EX,VS2,M,3.7856,3.8355,4.55,Diameter,,,,,,
EX,SI1,M,3.7856,3.8355,4.05,Diameter,,,,,,
EX,SI2,M,3.7856,3.8355,3.7,Diameter,,,,,,
EX,SI3,M,3.7856,3.8355,3,Diameter,,,,,,
EX,I1,M,3.7856,3.8355,2.7,Diameter,,,,,,
EX,I2,M,3.7856,3.8355,1.9,Diameter,,,,,,
EX,I3,M,3.7856,3.8355,1.4,Diameter,,,,,,
EX,VVS1,N,3.7856,3.8355,0,Diameter,,,,,,
EX,VVS2,N,3.7856,3.8355,0,Diameter,,,,,,
EX,VS1,N,3.7856,3.8355,0,Diameter,,,,,,
EX,VS2,N,3.7856,3.8355,0,Diameter,,,,,,
EX,SI1,N,3.7856,3.8355,0,Diameter,,,,,,
EX,SI2,N,3.7856,3.8355,0,Diameter,,,,,,
EX,SI3,N,3.7856,3.8355,0,Diameter,,,,,,
EX,I1,N,3.7856,3.8355,0,Diameter,,,,,,
